item,category,prediction,correct,prediction_proba
ASOS DESIGN Hannah suede flatform espadrilles in yellow,apparel_accessories,apparel_accessories,TRUE,0.9454222571
River Island skinny jeans in powder blue,apparel_accessories,apparel_accessories,TRUE,0.9455550414
x1 LATTE BLONDE  WRAP PONYTAIL CLIP IN HAIR EXTENSIONS 12 / 16 / 22 / 26 INCH Length: 12  100g,other,other,TRUE,0.9455571966
Weekday Rowe organic cotton straight leg jeans in bright green,apparel_accessories,apparel_accessories,TRUE,0.9453420212
Leaf Real Silver Poster - 21x30cm,home_garden_furniture,home_garden_furniture,TRUE,0.9455831009
Computer Desk with Storage Rack Wall-mounted Home Office Floating Writing Desk Notebook Learning Desk Retreat Industrial Style Stable Metal,home_garden_furniture,home_garden_furniture,TRUE,0.9456066742
White Square Neck Balloon Sleeve Blouse - 10 / WHITE,apparel_accessories,apparel_accessories,TRUE,0.9456113429
Boohoo tie waist bikini bottoms in black,apparel_accessories,apparel_accessories,TRUE,0.9456146592
HUF Dystopia Classic H t-shirt with floral back print in yellow,apparel_accessories,apparel_accessories,TRUE,0.9456160605
adidas navy & white gazelle trainers junior UK 2,apparel_accessories,apparel_accessories,TRUE,0.945628095
1 x SAFFRON BARKER STONE PU HIGH WAISTED TROUSERS,apparel_accessories,apparel_accessories,TRUE,0.9456530291
Yankee Candle Home Inspiration Votive Candle Citrus Rose 49g,home_garden_furniture,home_garden_furniture,TRUE,0.9456644404
Black Side Split Bardot Maxi Dress,apparel_accessories,apparel_accessories,TRUE,0.9456064365
ASOS DESIGN Wide Fit Power Trip high block heels in bright yellow snake,apparel_accessories,apparel_accessories,TRUE,0.9457027253
Nike black & orange air force 1 lv8 ksa trainers toddler UK 6.5,other,other,TRUE,0.9453106686
x1 Pokemon Boundaries Crossed 099/149 Flygon Holo Condition: Mint / Near Mint,other,other,TRUE,0.9452327433
Cow Pattern iPhone Case,other,other,TRUE,0.9447910384
Skull Pattern iPhone Case,other,other,TRUE,0.9447910384
Dorina Plus Size Pandora pleated lace balcony bra in pink,apparel_accessories,apparel_accessories,TRUE,0.9447956342
x1 Santorini Blonde  Deluxe 18 Seamless Clip In Human Hair Extensions 180g Rooted,other,other,TRUE,0.9448418931
ASOS DESIGN Petite basic jogger with tie in organic cotton in grey marl,apparel_accessories,apparel_accessories,TRUE,0.9448852954
Oversized Fisherman V Neck Jumper,apparel_accessories,apparel_accessories,TRUE,0.9449153969
Maternity Scoop Neck Maxi Dress,apparel_accessories,apparel_accessories,TRUE,0.9449656275
MAC Amplified Creme Lipstick - Craving,other,other,TRUE,0.945287362
fila black disruptor ii croc platform trainers UK 6,apparel_accessories,apparel_accessories,TRUE,0.9450989195
Halfords - Click and Collect Staines,other,other,TRUE,0.9451098453
nike white & blue air force 1 lv8 ksa trainers toddler UK 8.5,other,other,TRUE,0.9451637852
"Cera-C Pore Reducing Toner T1 with Niacinamide, Ceramides, Vitamin C and Aloe Vera - 200ml Unscented",other,other,TRUE,0.9451925723
Raw Hem Ripped Denim Shorts,apparel_accessories,apparel_accessories,TRUE,0.9452036423
TECHNIC MEGA SHADOWS EYESHADOW PALETTE - TOFFEE SUNDAY,other,other,TRUE,0.945212631
Forever New plunge midaxi dress with ruched tie sleeve in soft leopard,apparel_accessories,apparel_accessories,TRUE,0.9452233829
x1 Jet Black  Elegant 20 Seamless Clip In Human Hair Extensions 160g,other,other,TRUE,0.9452301968
vans white classic slip trainers UK 5,apparel_accessories,apparel_accessories,TRUE,0.9450997747
Black Basic Knitted Trainers,apparel_accessories,apparel_accessories,TRUE,0.9457406293
x1 Chocolate  Deluxe 20 Seamless Clip In Human Hair Extensions 200g,other,other,TRUE,0.9457552946
ASOS DESIGN 2 pack lounge bottoms in grey marl & burgundy,apparel_accessories,apparel_accessories,TRUE,0.9457999686
Rainbow Color Cup Brush,other,other,TRUE,0.9463367502
nike black huarache run ultra trainers toddler UK 5.5,other,other,TRUE,0.9463402683
nike black huarache run ultra trainers toddler UK 7.5,other,other,TRUE,0.9463402683
Black Pocket Front Toggle Waist Detail Gilet,apparel_accessories,apparel_accessories,TRUE,0.9463582449
3Pcs Bästa integritet härdat glas för iPhone 12 Pro 12 Mini 12 Pro Max 11 Pro Max XR Xs Max X 6 6s 7 8 Plus SE 2020 Anti Spy Screen Protector,other,other,TRUE,0.9463650947
Prolific yellow slim fit shorts XL Gold,apparel_accessories,apparel_accessories,TRUE,0.9463731818
Surplice Neck Knot Batwing Sleeve Rib-knit Dress,apparel_accessories,apparel_accessories,TRUE,0.9464015301
x1 Iced Latte  Elegant 20 Seamless Clip In Human Hair Extensions 160g,other,other,TRUE,0.9463296272
Nike grey wearallday trainers junior UK 11,apparel_accessories,apparel_accessories,TRUE,0.9464154974
Vans multi classic slip-on v waldo trainers toddler UK 5,other,other,TRUE,0.9464155772
PUFF STITCH ORGANIC COTTON KNITTED TOP,apparel_accessories,apparel_accessories,TRUE,0.9464178072
River Island distressed mom jeans in light wash blue,apparel_accessories,apparel_accessories,TRUE,0.9464201181
Celeste Upholstered Dining Chair,home_garden_furniture,home_garden_furniture,TRUE,0.9464240718
Sofia Upholstered Dining Chair,home_garden_furniture,home_garden_furniture,TRUE,0.9464240718
Samirah Upholstered Dining Chair,home_garden_furniture,home_garden_furniture,TRUE,0.9464240718
Aisling Upholstered Dining Chair,home_garden_furniture,home_garden_furniture,TRUE,0.9464240718
Vans multi classic slip-on v waldo trainers toddler UK 7,other,other,TRUE,0.9464155772
Hand Held Mirror Baby Pink,home_garden_furniture,home_garden_furniture,TRUE,0.9463211858
Super Skinny Washed Denim Jean,apparel_accessories,apparel_accessories,TRUE,0.9463034666
Halo Gel Polish Dusky Pink 8ml,other,other,TRUE,0.9462747057
Black high rise tapered leg jeans 12S Black,apparel_accessories,apparel_accessories,TRUE,0.9458421666
Leopard Print Strappy Plunge Bodycon Dress,apparel_accessories,apparel_accessories,TRUE,0.945860323
Petite Leopard Print Satin Wrap Midi Skirt,apparel_accessories,apparel_accessories,TRUE,0.9458752588
Lulworth Crew Neck T Shirt,apparel_accessories,apparel_accessories,TRUE,0.9458788596
New Look stripe crew neck jumper in camel,apparel_accessories,apparel_accessories,TRUE,0.9458859268
x1 Hollywood Blonde  Elegant 20 Seamless Clip In Human Hair Extensions 160g,other,other,TRUE,0.945895369
MATTE ALLURE Liquid Lipstick-MILLIONAIRE,other,other,TRUE,0.9459172829
Pull&Bear oversized aviator jacket in brown,apparel_accessories,apparel_accessories,TRUE,0.9459332468
iPhone 7 - 128GB - Rose - Grade A,other,other,TRUE,0.9460402704
x1 Pokemon Boundaries Crossed 128/149 Energy Search Condition: Mint / Near Mint,other,other,TRUE,0.9460980358
"Haru Single Sofa Bed, Quartz Blue",home_garden_furniture,home_garden_furniture,TRUE,0.9461842747
Puma small logo sweatshirt blue,apparel_accessories,apparel_accessories,TRUE,0.9462088058
Kitty Shock Case - iPhone XR / 11,other,other,TRUE,0.9462185355
Argan Oil Conditioner 250ml,other,other,TRUE,0.9462454137
Revolution Skincare Honey & Oatmeal Nourish & Glow Face Mask,other,other,TRUE,0.9462678454
ASOS DESIGN Hourglass co-ord shorter length legging short in sage green,apparel_accessories,apparel_accessories,TRUE,0.9462735715
Real Techniques Flawless Base Brush Set,other,other,TRUE,0.9462740316
Feagan Upholstered Dining Chair,home_garden_furniture,home_garden_furniture,TRUE,0.9464240718
x1 Chocolate Deluxe 18 Seamless Clip In Human Hair Extensions 180g,other,other,TRUE,0.9466304892
Belted Skinny Stretch Trousers,apparel_accessories,apparel_accessories,TRUE,0.9476907557
x1 Pokemon Generations Radiant Collection RC23 Swablu Condition: Mint / Near Mint,other,other,TRUE,0.946707666
Disney x Skinnydip Thumper Shock Case - iPhone XR / 11,other,other,TRUE,0.9485235765
**DP Tall Ocean Blue 'Harper' Denim Jeans,apparel_accessories,apparel_accessories,TRUE,0.948534348
Shea Moisture African Black Soap Bamboo Charcoal Shampoo 384ml,other,other,TRUE,0.9485717312
x1 Pokemon Boundaries Crossed 087/149 Mienfoo Reverse Holo Condition: Excellent,other,other,TRUE,0.9485813696
French Connection sleeveless floral mini shirt dress in orange,apparel_accessories,apparel_accessories,TRUE,0.9485978107
TWS Bluetooth 5.0 Earphones Stereo Sports Waterproof Bluetooth Wireless Headphones 3500mAh Charging Box Earbuds With Mic Headset,other,other,TRUE,0.9486423433
Pearlescent Pig Hand Mirror,home_garden_furniture,home_garden_furniture,TRUE,0.9486445018
Naomi Campbell Cat deluxe eau de toilette för Kvinnor 30 ml,other,other,TRUE,0.9487857606
Better Than Sex Waterproof Mascara - 4.8ml,other,other,TRUE,0.9488517584
WOOL DRESS WITH SILK HEM,apparel_accessories,apparel_accessories,TRUE,0.9488652423
Schwarzkopf Professional BC Bonacure Smooth Perfect Conditioner 200ml,other,other,TRUE,0.9488740052
Brazilian Crush Body Fragrance Mist - 90ml,other,other,TRUE,0.9489159643
Pure Series™ Pure Whey Protein™ Vanilla 2.5kg,other,other,TRUE,0.948938199
Navy puff sleeve double breasted trench coat 10 Navy,apparel_accessories,apparel_accessories,TRUE,0.9489620074
adidas white & pink ozweego trainers UK 4,apparel_accessories,apparel_accessories,TRUE,0.9489709924
Burton Menswear faux leather derby shoe in black,apparel_accessories,apparel_accessories,TRUE,0.9484974971
Nike Swoosh white Woven high waisted joggers,apparel_accessories,apparel_accessories,TRUE,0.9484931116
adidas Originals 'Tennis Luxe' logo three stripe high waisted shorts in off white,apparel_accessories,apparel_accessories,TRUE,0.9484840804
Pixi Vitamin-C Tonic Toner 250ml,other,other,TRUE,0.9484236803
Topshop animal print back-detail cropped blouse in multi,apparel_accessories,apparel_accessories,TRUE,0.9481238067
Bershka cropped poplin shirt co-ord in white,apparel_accessories,apparel_accessories,TRUE,0.9481284809
ASOS DESIGN Lyla lace padded underwire corset with frill & lace up detail,apparel_accessories,apparel_accessories,TRUE,0.9481580268
Trifold Mirror with Warm LED Lights,home_garden_furniture,home_garden_furniture,TRUE,0.9481592631
x1 Mochaccino  Elegant Seamless 18 Clip In Human Hair Extensions 130g Rooted,other,other,TRUE,0.9481716525
Black Missguided Lace High Leg Thong Knickers,apparel_accessories,apparel_accessories,TRUE,0.9481969518
Pinky Sands Fragrance Oil - 100g,other,other,TRUE,0.9481969722
havaianas black slim tropical floral sandals UK 5,apparel_accessories,apparel_accessories,TRUE,0.9490125865
Nike black & white pegasus 92 lite trainers toddler UK 5.5,other,other,TRUE,0.9482065963
Stone Wash Middle-Waisted Straight Jeans,apparel_accessories,apparel_accessories,TRUE,0.9482155842
Camel Missguided Racer Neck Crop Top,apparel_accessories,apparel_accessories,TRUE,0.9482426688
Plus Tie Front Ditsy Floral Shirred Top,apparel_accessories,apparel_accessories,TRUE,0.9483006689
Revolution Pro New Neutrals Blushed Satin Matte Lipstick - Struck,other,other,TRUE,0.9483190199
I Heart Revolution Heartbreakers Eyeshadow Palette - Plush,other,other,TRUE,0.9483844706
Moon Surprise Nail Polish,other,other,TRUE,0.9483910679
Lasting Matte Lipstick Y500-2 Rose,other,other,TRUE,0.9484073379
Revolution Haircare Keratin Smooth Hydration Conditioner,other,other,TRUE,0.9482081287
Fluffy Footbed Home Slippers,home_garden_furniture,home_garden_furniture,TRUE,0.9490132928
Max & More Eyeshadow Palette Nude,other,other,TRUE,0.9490353049
x1 Honey Spice Ombre  Superior 22 Seamless Clip In Human Hair Extensions 230g,other,other,TRUE,0.9490432972
x1 Pokemon Boundaries Crossed 016/149 Petilil Condition: Mint / Near Mint,other,other,TRUE,0.9492078195
x1 Pokemon Boundaries Crossed 098/149 Vibrava Condition: Mint / Near Mint,other,other,TRUE,0.9492078195
x1 Pokemon Boundaries Crossed 036/149 Marill Condition: Mint / Near Mint,other,other,TRUE,0.9492078195
x1 Pokemon Boundaries Crossed 043/149 Swanna Condition: Mint / Near Mint,other,other,TRUE,0.9492078195
x1 Pokemon Boundaries Crossed 030/149 Wartortle Condition: Mint / Near Mint,other,other,TRUE,0.9492078195
x1 Pokemon Boundaries Crossed 061/149 Duskull Condition: Mint / Near Mint,other,other,TRUE,0.9492078195
x1 Pokemon Boundaries Crossed 024/149 Tepig Condition: Mint / Near Mint,other,other,TRUE,0.9492078195
x1 Pokemon Boundaries Crossed 093/149 Mandibuzz Condition: Mint / Near Mint,other,other,TRUE,0.9492078195
x1 Pokemon Boundaries Crossed 035/149 Golduck Condition: Mint / Near Mint,other,other,TRUE,0.9492078195
x1 Pokemon Boundaries Crossed 046/149 Crygonal Condition: Mint / Near Mint,other,other,TRUE,0.9492078195
x1 Arthouse Scandi Leaf Motif Geometric Nature Stripes Abstract Leaf Pattern Wallpaper 908203 Sample Request,home_garden_furniture,home_garden_furniture,TRUE,0.9492384551
x1 Arthouse Luxury Wave Foil Metallic Shimmer Vintage Textured Champagne Wallpaper  Sample Request,home_garden_furniture,home_garden_furniture,TRUE,0.9492431203
Pretty Darling mix and match shirred crop top,apparel_accessories,apparel_accessories,TRUE,0.9492500342
River Island knee high heeled boot with chain detail in black,apparel_accessories,apparel_accessories,TRUE,0.9492608627
LOAB Bomber Jacket Women Black - S,apparel_accessories,apparel_accessories,TRUE,0.9492693397
Boohoo Petite midi dress with tie detail in pink check,apparel_accessories,apparel_accessories,TRUE,0.9492995181
x1 Pokemon Boundaries Crossed 021/149 Numel Condition: Mint / Near Mint,other,other,TRUE,0.9492078195
Neon Pink Floral & Stripe Lace Bodysuit - M / PINK,apparel_accessories,apparel_accessories,TRUE,0.9481104279
x1 Pokemon Boundaries Crossed 062/149 Dusclops Condition: Mint / Near Mint,other,other,TRUE,0.9492078195
x1 Pokemon Boundaries Crossed 096/149 Skarmory Condition: Mint / Near Mint,other,other,TRUE,0.9492078195
Chill Sloth Shock Case - iPhone XR / 11,other,other,TRUE,0.9490540444
boohooMAN ripped skinny jeans with bleach splatter in mid wash blue,apparel_accessories,apparel_accessories,TRUE,0.9491281442
Pure Series™ Collagen & Vitamin C Orange 500g,other,other,TRUE,0.9491494611
"Bessie Large Double Sofa Bed, Royal Blue Velvet",home_garden_furniture,home_garden_furniture,TRUE,0.9491510758
x1 Platinum Blonde Deluxe 18 Seamless Clip In Human Hair Extensions 180g,other,other,TRUE,0.9491525085
Platinum Geo Trellis 10.05m x 53cm Wallpaper Roll,home_garden_furniture,home_garden_furniture,TRUE,0.9491560065
Unique Boutique Compact Makeup Case,other,other,TRUE,0.9491727052
x1 Pokemon Boundaries Crossed 034/149 Golduck Condition: Mint / Near Mint,other,other,TRUE,0.9492078195
Free People petit fours floral high neck mini dress,apparel_accessories,apparel_accessories,TRUE,0.9491750501
x1 Pokemon Boundaries Crossed 116/149 Buneary Condition: Mint / Near Mint,other,other,TRUE,0.9492078195
x1 Pokemon Boundaries Crossed 082/149 Makuhita Condition: Mint / Near Mint,other,other,TRUE,0.9492078195
x1 Pokemon Boundaries Crossed 038/149 Delibird Condition: Mint / Near Mint,other,other,TRUE,0.9492078195
x1 Pokemon Boundaries Crossed 060/149 Grumpig Condition: Mint / Near Mint,other,other,TRUE,0.9492078195
x1 Pokemon Boundaries Crossed 124/149 Tranquill Condition: Mint / Near Mint,other,other,TRUE,0.9492078195
x1 Pokemon Boundaries Crossed 007/149 Scyther Condition: Mint / Near Mint,other,other,TRUE,0.9492078195
x1 Pokemon Boundaries Crossed 130/149 Hugh Condition: Mint / Near Mint,other,other,TRUE,0.9492078195
John Frieda Frizz Ease Miraculous Recovery Deep Conditioner 150ml,other,other,TRUE,0.9491788784
x1 Pokemon Generations Radiant Collection RC20 Slurpuff Condition: Mint / Near Mint,other,other,TRUE,0.946707666
ASOS DESIGN utility jogger,apparel_accessories,apparel_accessories,TRUE,0.9480890216
Pure Series™ Pure Whey Protein™ Peaches & Cream 500g,other,other,TRUE,0.9480677255
Lancôme Hypnôse Custom-Wear Waterproof Mascara 6ml 01 Black,other,other,TRUE,0.9470647223
Crepe wrap mini dress,apparel_accessories,apparel_accessories,TRUE,0.9470752947
Vero Moda skinny jean with high waist in light blue,apparel_accessories,apparel_accessories,TRUE,0.9470809791
Exo Terra Plastic Plant Amapallo Small,home_garden_furniture,home_garden_furniture,TRUE,0.9470981767
Button Front Solid Jumpsuit,apparel_accessories,apparel_accessories,TRUE,0.9471363667
Glazed stoneware plant pot,home_garden_furniture,home_garden_furniture,TRUE,0.9471773543
Hairburst Shampoo & Conditioner for Longer Stronger Hair - 1x Hairburst Shampoo & Conditioner,other,other,TRUE,0.9471789563
x1 Pokemon Boundaries Crossed 137/149 Computer Search ACE Spec Condition: Mint / Near Mint,other,other,TRUE,0.9473150352
Topshop midi dress with split detail in floral print,apparel_accessories,apparel_accessories,TRUE,0.9473222947
Fairy Non Bio Washing Liquid Gel for Sensitive Skin 888ml,other,other,TRUE,0.9473426765
Oversized BHM Scorpion Graphic T-Shirt,apparel_accessories,apparel_accessories,TRUE,0.9473761443
